Code,JavaDoc,Package
"public Event(@Nonnull JDA api, long responseNumber)
    {
        this.api = api;
        this.responseNumber = responseNumber;
        this.rawData = api instanceof JDAImpl && ((JDAImpl) api).isEventPassthrough() ? SocketHandler.CURRENT_EVENT.get() : null;
    }","/**
     * Creates a new Event from the given JDA instance
     *
     * @param api
     *        Current JDA instance
     * @param responseNumber
     *        The sequence number for this event
     *
     * @see   #Event(net.dv8tion.jda.api.JDA)
     */",net.dv8tion.jda.api.events
"public CoreResources(String token, ReactorResources reactorResources, JacksonResources jacksonResources,
                         Router router, @Nullable AllowedMentions allowedMentions) {
        super(token, reactorResources, jacksonResources, router, allowedMentions);
    }","/**
     * Create a {@link CoreResources} instance with the given resources.
     *
     * @param token the bot token used to authenticate requests
     * @param reactorResources Reactor resources to establish connections and schedule tasks
     * @param jacksonResources Jackson data-binding resources to map objects
     * @param router a connector to perform requests against Discord API
     * @param allowedMentions a configuration object to limit mentions creating notifications on message sending
     */",discord4j.core
"@Nonnull
    public String getAsString()
    {
        return value;
    }","/**
     * The String representation of this component.
     *
     * <p>For TextInputs, this returns what the User typed in it.
     *
     * @return The String representation of this component.
     */",net.dv8tion.jda.api.interactions.modals
"@Nonnull
        public Builder<E> setTimeoutPool(@Nonnull ScheduledExecutorService timeoutPool)
        {
            Checks.notNull(timeoutPool, ""Timeout pool"");
            this.timeoutPool = timeoutPool;
            return this;
        }","/**
         * Sets the thread pool used to schedule timeouts and run its callback.
         *
         * <p>By default {@link JDA#getGatewayPool()} is used.
         *
         * @param  timeoutPool
         *         The thread pool to use for timeouts
         *
         * @throws IllegalArgumentException
         *         If the timeout pool is null
         *
         * @return This instance for chaining convenience
         */",net.dv8tion.jda.api.utils
"static ExchangeStrategies jackson(ObjectMapper mapper) {
        List<WriterStrategy<?>> writerStrategies = new ArrayList<>();
        writerStrategies.add(new MultipartWriterStrategy(mapper));
        writerStrategies.add(new JacksonWriterStrategy(mapper));
        writerStrategies.add(new EmptyWriterStrategy());
        writerStrategies.add(new FormUrlEncodedWriterStrategy());
        List<ReaderStrategy<?>> readerStrategies = new ArrayList<>();
        readerStrategies.add(new JacksonReaderStrategy<>(mapper));
        readerStrategies.add(new EmptyReaderStrategy());
        readerStrategies.add(new FallbackReaderStrategy());
        return new DefaultExchangeStrategies(writerStrategies, readerStrategies);
    }","/**
     * Return an {@link discord4j.rest.http.ExchangeStrategies} using the defaults for processing JSON requests using
     * Jackson.
     *
     * @param mapper the Jackson object mapper
     * @return the built strategies
     */",discord4j.rest.http
"public String getDescription() {
        return data.description();
    }","/**
     * Gets the description of the app.
     *
     * @return The description of the app.
     */",discord4j.core.object.entity
"@Nullable
    public String getIconId()
    {
        return iconId;
    }","/**
     * The Discord hash-id of the {@link net.dv8tion.jda.api.entities.Role Role} icon image.
     * If no icon has been set or an emoji is used in its place, this returns {@code null}.
     * <p>The Role icon can be modified using {@link RoleManager#setIcon(Icon)}.
     *
     * @return Possibly-null String containing the Role's icon hash-id.
     *
     * @since  4.3.1
     */",net.dv8tion.jda.api.entities
"public static final Route WEBHOOK_GET = Route.get(""/webhooks/{webhook.id}"");","/**
     * Returns the new webhook object for the given id.
     *
     * @see <a href=""https://discord.com/developers/docs/resources/webhook#get-webhook"">
     * https://discord.com/developers/docs/resources/webhook#get-webhook</a>
     */",discord4j.rest.route
"public static Builder builder(ShardInfo shardInfo) {
        return new Builder(shardInfo);
    }","/**
     * Create a builder to create an {@link IdentifyOptions} using the given shard information.
     *
     * @param shardInfo the shard index and count to be used when authenticating
     * @return a {@link Builder}
     */",discord4j.gateway
Flux<AutoModRule> getGuildAutoModRules(Snowflake guildId);,"/**
     * Requests to retrieve the guild's automod rules.
     *
     * @return A {@link Flux} that continually emits the guild's {@link AutoModRule AutoModRule}. If an error is received,
     * it is emitted through the {@code Flux}.
     */",discord4j.core.retriever
"@Override
        public String toString() {
            return ""[gateway_connected]"";
        }","/**
     * Propagated when a gateway connection has been established.
     */",discord4j.gateway
"public static GetVoiceStatesInGuildAction getVoiceStatesInGuild(long guildId) {
        return new GetVoiceStatesInGuildAction(guildId);
    }","/**
     * Creates an action to retrieve data for all voice states present in a store for the given guild ID.
     *
     * @param guildId the guild ID
     * @return a new {@link GetVoiceStatesInGuildAction}
     */",discord4j.common.store.action.read
"@Nullable
    public TextChannel getOldCommunityUpdatesChannel()
    {
        return getOldValue();
    }","/**
     * The previous community updates channel.
     * 
     * @return The previous community updates channel
     */",net.dv8tion.jda.api.events.guild.update
long getAllowedFileSize();,"/**
     * Returns the maximum size for files that can be uploaded with this account.
     * <br>Returns {@value net.dv8tion.jda.api.entities.Message#MAX_FILE_SIZE} for bots.
     * 
     * @return The maximum size for files that can be uploaded with this account
     * 
     * @see net.dv8tion.jda.api.entities.Message#MAX_FILE_SIZE
     */",net.dv8tion.jda.api.entities
"Mono<RoleData> getRoleById(long guildId, long roleId);","/**
     * Retrieves data for the role corresponding to the given guild ID and role ID.
     *
     * @param guildId the guild ID
     * @param roleId  the role ID
     * @return A {@link Mono} emitting the role, or empty if not found
     */",discord4j.common.store.api.layout
"public double getJitterFactor() {
        return jitterFactor;
    }","/**
     * Retrieve the jitter factor to be applied on each backoff delay.
     *
     * @return a jitter factor value between {@code 0d} and {@code 1d}
     */",discord4j.common.retry
Mono<Void> onGuildMembersCompletion(long guildId);,"/**
     * Invoked to indicate that all members for the specified guild ID were received. It serves as a hint to indicate
     * to the store that information on the full member list for this specific guild may now be accurately returned, so
     * that further calls to {@link DataAccessor#countExactMembersInGuild(long)} and
     * {@link DataAccessor#getExactMembersInGuild(long)} with the same guild ID no longer fail.
     *
     * @param guildId the guild ID
     * @return a {@link Mono} completing when the operation is done
     */",discord4j.common.store.api.layout
void deleteGestureDataset(String gestureName);,"/**
     * Delete all the gesture's dataset.
     *
     * @param gestureName
     *            the gesture name
     */",jestures.core.recognition.gesturedata
"public VoiceReactorResources getVoiceReactorResources() {
        return voiceReactorResources;
    }","/**
     * Return the {@link VoiceReactorResources} used to perform Voice Gateway-related operations.
     *
     * @return the Voice Gateway Reactor resources
     */",discord4j.core
"public Map<Snowflake, Attachment> getAttachments() {
        return data.attachments().toOptional()
                .map(map -> map.entrySet().stream()
                        .map(entry -> Tuples.of(Snowflake.of(entry.getKey()),
                                new Attachment(gateway, entry.getValue())))
                        .collect(Collectors.toMap(Tuple2::getT1, Tuple2::getT2)))
                .orElseGet(Collections::emptyMap);
    }","/**
     * Gets a map containing the resolved attachments associated by their IDs
     *
     * @return the resolved attachments
     */",discord4j.core.object.command
"public LegacyGuildMemberEditSpec setNewVoiceChannel(@Nullable Snowflake channel) {
        builder.channelId(Possible.of(Optional.ofNullable(channel).map(Snowflake::asString)));
        return this;
    }","/**
     * Sets the new voice channel to move the targeted {@link Member}, if they are connected to voice. Requires the
     * {@link Permission#MOVE_MEMBERS} permission.
     *
     * @param channel The voice channel identifier or {@code null} to disconnect from voice channel.
     * @return This spec.
     */",discord4j.core.spec.legacy
"default void setIdleProvider(@Nonnull final IntFunction<Boolean> idleProvider)
    {
        this.getShardCache().forEach(jda -> jda.getPresence().setIdle(idleProvider.apply(jda.getShardInfo().getShardId())));
    }","/**
     * Sets the provider that decides for all shards whether they should be marked as afk or not.
     *
     * <p>This will also change the provider for shards that are created in the future.
     *
     * @param idleProvider
     *        Provider for a boolean
     */",net.dv8tion.jda.api.sharding
"static EmptyResponseTransformer emptyIfNotFound(RouteMatcher routeMatcher) {
        return new EmptyResponseTransformer(routeMatcher, ClientException.isStatusCode(404));
    }","/**
     * Transforms HTTP 404 status codes caused by requests matching the given {@link RouteMatcher} into an empty
     * sequence, effectively suppressing the {@link ClientException} that would be forwarded otherwise. See
     * {@link #emptyIfNotFound()} to apply this transformation across all {@link Router} requests.
     *
     * @param routeMatcher the {@link RouteMatcher} determining whether to match a particular request
     * @return a {@link ResponseFunction} that transforms matching HTTP 404 errors into an empty sequence
     */",discord4j.rest.response
"@Nonnull
    @Unmodifiable
    default List<VoiceChannel> getVoiceChannels()
    {
        return getVoiceChannelCache().asList();
    }","/**
     * Gets all {@link VoiceChannel VoiceChannels} in the cache.
     * <br>In {@link Guild} cache, channels are sorted according to their position and id.
     *
     * <p>This copies the backing store into a list. This means every call
     * creates a new list with O(n) complexity. It is recommended to store this into
     * a local variable or use {@link #getVoiceChannelCache()} and use its more efficient
     * versions of handling these values.
     *
     * <p>This getter exists on any instance of {@link IGuildChannelContainer} and only checks the caches with the relevant scoping.
     * For {@link Guild}, {@link JDA}, or {@link ShardManager},
     * this returns the relevant channel with respect to the cache within each of those objects.
     * For a guild, this would mean it only returns channels within the same guild.
     * <br>If this is called on {@link JDA} or {@link ShardManager}, this may return null immediately after building, because the cache isn't initialized yet.
     * To make sure the cache is initialized after building your {@link JDA} instance, you can use {@link JDA#awaitReady()}.
     *
     * @return An immutable List of {@link VoiceChannel VoiceChannels}.
     */",net.dv8tion.jda.api.entities.channel.attribute
"@Nullable
    default User getUserById(@Nonnull final String id)
    {
        return this.getUserCache().getElementById(id);
    }","/**
     * This returns the {@link net.dv8tion.jda.api.entities.User User} which has the same id as the one provided.
     * <br>If there is no visible user with an id that matches the provided one, this will return {@code null}.
     *
     * @param  id
     *         The id of the requested {@link net.dv8tion.jda.api.entities.User User}.
     *
     * @return Possibly-null {@link net.dv8tion.jda.api.entities.User User} with matching id.
     */",net.dv8tion.jda.api.sharding
"public int getAnswerId() {
        return this.data.id();
    }","/**
     * Gets the answer id of this poll answer count.
     *
     * @return the answer id of this poll answer count
     */",discord4j.core.object.entity.poll
"@Nonnull
    @CheckReturnValue
    default WebhookMessageEditAction<Message> editOriginalFormat(@Nonnull String format, @Nonnull Object... args)
    {
        Checks.notNull(format, ""Format String"");
        return editOriginal(String.format(format, args));
    }","/**
     * Edit the source message sent by this interaction.
     * <br>For {@link IMessageEditCallback#editComponents(Collection)} and {@link IMessageEditCallback#deferEdit()} this will be the message the components are attached to.
     * For {@link IReplyCallback#deferReply()} and {@link IReplyCallback#reply(String)} this will be the reply message instead.
     *
     * <p>This method will be delayed until the interaction is acknowledged.
     *
     * <p>Possible {@link net.dv8tion.jda.api.requests.ErrorResponse ErrorResponses} include:
     * <ul>
     *     <li>{@link net.dv8tion.jda.api.requests.ErrorResponse#UNKNOWN_WEBHOOK UNKNOWN_WEBHOOK}
     *     <br>The webhook is no longer available, either it was deleted or in case of interactions it expired.</li>
     *     <li>{@link net.dv8tion.jda.api.requests.ErrorResponse#UNKNOWN_MESSAGE UNKNOWN_MESSAGE}
     *     <br>The message for that id does not exist</li>
     * </ul>
     *
     * @param  format
     *         Format string for the message content
     * @param  args
     *         Format arguments for the content
     *
     * @throws IllegalArgumentException
     *         If the formatted string is null, empty, or longer than {@link Message#MAX_CONTENT_LENGTH}
     *
     * @return {@link WebhookMessageEditAction}
     */",net.dv8tion.jda.api.interactions
"public static ReactionEmoji of(ReactionData data) {
        return of(data.emoji());
    }","/**
     * Constructs a {@code ReactionEmoji} from a {@link ReactionData} representation.
     *
     * @param data the {@link ReactionData} wrapper.
     * @return a reaction emoji using the given information.
     */",discord4j.core.object.reaction
"public static RestEmoji create(RestClient restClient, Snowflake guildId, Snowflake id) {
        return new RestEmoji(restClient, guildId.asLong(), id.asLong());
    }","/**
     * Create a {@link RestEmoji} with the given parameters. This method does not perform any API request.
     *
     * @param restClient REST API resources
     * @param guildId the ID of the guild this emoji belongs to
     * @param id the ID of this member
     * @return a {@code RestEmoji} represented by the given parameters.
     */",discord4j.rest.entity
"public Mono<GuildTemplate> edit(GuildTemplateEditSpec spec) {
        Objects.requireNonNull(spec);
        return Mono.defer(
                () -> gateway.getRestClient().getTemplateService().modifyTemplate(guildId, getCode(), spec.asRequest()))
                .map(data -> new GuildTemplate(gateway, data));
    }","/**
     * Requests to edit this guild template.
     *
     * @param spec an immutable object that specifies how to edit this template
     * @return A {@link Mono} where, upon successful completion, emits the edited {@link GuildTemplate}. If an error is
     * received, it is emitted through the {@code Mono}.
     */",discord4j.core.object
"@Nonnull
    @Override
    AutoModRuleManager reset(long... fields);","/**
     * Resets the fields specified by the provided bit-flag pattern.
     * You can specify a combination by using a bitwise OR concat of the flag constants.
     * <br>Example: {@code manager.reset(AutoModRuleManager.NAME, AutoModRuleManager.RESPONSE);}
     *
     * <p><b>Flag Constants:</b>
     * <ul>
     *     <li>{@link #NAME}</li>
     *     <li>{@link #ENABLED}</li>
     *     <li>{@link #RESPONSE}</li>
     *     <li>{@link #EXEMPT_ROLES}</li>
     *     <li>{@link #EXEMPT_CHANNELS}</li>
     *     <li>{@link #TRIGGER_METADATA}</li>
     * </ul>
     *
     * @param  fields
     *         Integer value containing the flags to reset.
     *
     * @return AutoModRuleManager for chaining convenience
     */",net.dv8tion.jda.api.managers
"@Nonnull
    @CheckReturnValue
    default AutoModRuleManager setExemptChannels(@Nonnull GuildChannel... channels)
    {
        Checks.noneNull(channels, ""Channels"");
        return setExemptChannels(Arrays.asList(channels));
    }","/**
     * Set which channels can bypass this rule.
     *
     * <p>No messages sent in this channel will trigger the rule.
     *
     * @param  channels
     *         The channels to add (up to {@value AutoModRule#MAX_EXEMPT_CHANNELS} channels)
     *
     * @throws IllegalArgumentException
     *         If null is provided or the number of channels exceeds {@value AutoModRule#MAX_EXEMPT_CHANNELS}
     *
     * @return AutoModRuleManager for chaining convenience
     */",net.dv8tion.jda.api.managers
"public Mono<Message> getReply() {
        return getInteractionResponse().getInitialResponse().map(data -> new Message(getClient(), data));
    }","/**
     * Returns the initial reply to this interaction.
     *
     * @return a {@link Mono} where, upon successful completion, emits the initial reply message. If an error is
     * received, it is emitted through the {@code Mono}.
     */",discord4j.core.event.domain.interaction
"@Nonnull
    static <E> CacheView<E> all(@Nonnull Supplier<? extends Stream<? extends CacheView<E>>> generator)
    {
        Checks.notNull(generator, ""Generator"");
        return new UnifiedCacheViewImpl<>(generator);
    }","/**
     * Creates a combined {@link net.dv8tion.jda.api.utils.cache.CacheView CacheView}
     * for all provided CacheView implementations. This allows to combine cache of multiple
     * JDA sessions or Guilds.
     *
     * @param  generator
     *         Stream generator of {@link net.dv8tion.jda.api.utils.cache.CacheView CacheView} implementations
     *
     * @param  <E>
     *         The target type of the projection
     *
     * @return Combined CacheView spanning over all provided implementation instances
     */",net.dv8tion.jda.api.utils.cache
"@Nonnull
    EntitlementPaginationAction skuIds(@Nonnull Collection<String> skuIds);","/**
     * Filters {@link Entitlement Entitlement}s by their SKU id
     *
     * @param skuIds
     *        The SKU ids to filter by
     *
     * @throws java.lang.IllegalArgumentException
     *         If any of the provided {@code skuIds} are {@code null}, empty or invalid snowflakes
     *
     * @return The current {@link EntitlementPaginationAction EntitlementPaginationAction} for chaining convenience
     */",net.dv8tion.jda.api.requests.restaction.pagination
void setSensorElevation(int angle);,"/**
     * Set the sensor elevation.
     *
     * @param angle
     *            the angle
     */",jestures.core.view
"@Nonnull
    @CheckReturnValue
    default WebhookMessageEditAction<Message> editOriginalComponents(@Nonnull Collection<? extends LayoutComponent> components)
    {
        return editMessageComponentsById(""@original"", components);
    }","/**
     * Edit the source message sent by this interaction.
     * <br>For {@link IMessageEditCallback#editComponents(Collection)} and {@link IMessageEditCallback#deferEdit()} this will be the message the components are attached to.
     * For {@link IReplyCallback#deferReply()} and {@link IReplyCallback#reply(String)} this will be the reply message instead.
     *
     * <p>This method will be delayed until the interaction is acknowledged.
     *
     * <p>Possible {@link net.dv8tion.jda.api.requests.ErrorResponse ErrorResponses} include:
     * <ul>
     *     <li>{@link net.dv8tion.jda.api.requests.ErrorResponse#UNKNOWN_WEBHOOK UNKNOWN_WEBHOOK}
     *     <br>The webhook is no longer available, either it was deleted or in case of interactions it expired.</li>
     *     <li>{@link net.dv8tion.jda.api.requests.ErrorResponse#UNKNOWN_MESSAGE UNKNOWN_MESSAGE}
     *     <br>The message for that id does not exist</li>
     * </ul>
     *
     * @param  components
     *         The new component layouts for this message, such as {@link ActionRow ActionRows}
     *
     * @throws IllegalArgumentException
     *         If the provided components are null, or more than 5 layouts are provided
     *
     * @return {@link WebhookMessageEditAction}
     */",net.dv8tion.jda.api.interactions
"@Nullable
    DatagramPacket getNextPacket(boolean unused);","/**
     * Used to retrieve an audio packet to send to Discord. The packet provided is already converted to Opus and
     * encrypted, and as such is completely ready to be sent to Discord.
     *
     * <p><b>Note:</b> When the AudioSendHandler cannot or does not provide a new packet to send, this method will return null.
     *
     * @return Possibly-null {@link java.net.DatagramPacket DatagramPacket} containing an encoded and encrypted packet
     *         of audio data ready to be sent to discord.
     */",net.dv8tion.jda.api.audio.factory
"public Optional<UnknownChannel> getOld() {
        return Optional.ofNullable(old);
    }","/**
     * Gets the old version of the {@link UnknownChannel} that was updated in this event, if present.
     * This may not be available if {@code UnknownChannels} are not stored.
     *
     * @return The old version of the updated {@link UnknownChannel}, if present.
     */",discord4j.core.event.domain.channel
"public Optional<String> getCustomId() {
        return data.customId().toOptional();
    }","/**
     * Gets the developer-defined custom id of the component.
     *
     * @return The custom id of the component.
     */",discord4j.core.object.command
"public Optional<String> getNewUsername() {
        return user.username().toOptional();
    }","/**
     * Gets the {@link User}'s new username, if present. This may not exist if the {@code user}'s username has not
     * been changed.
     *
     * @return The {@link User}'s new username, if present.
     */",discord4j.core.event.domain
"public Optional<Category> getOld() {
        return Optional.ofNullable(old);
    }","/**
     * Gets the old version of the {@link Category} that has been updated in this event, if present.
     * This may not be available if {@code Categories} are not stored.
     *
     * @return The old version of the updated {@link Category}, if present.
     */",discord4j.core.event.domain.channel
"@Nullable
        public AudioChannel getChannel()
        {
            return channel;
        }","/**
         * The update voice channel
         *
         * @return The updated voice channel, or null to signal disconnect
         */",net.dv8tion.jda.api.hooks
"@Nonnull
    ThreadChannel getThreadChannel();","/**
     * The {@link ThreadChannel} this action fetches members for.
     *
     * @return The channel
     */",net.dv8tion.jda.api.requests.restaction.pagination
"@Nonnull
    @CheckReturnValue
    GuildManager setRequiredMFALevel(@Nonnull Guild.MFALevel level);","/**
     * Sets the {@link net.dv8tion.jda.api.entities.Guild.MFALevel MFA Level} of this {@link net.dv8tion.jda.api.entities.Guild Guild}.
     *
     * @param  level
     *         The new MFA Level for this {@link net.dv8tion.jda.api.entities.Guild Guild}
     *
     * @throws IllegalArgumentException
     *         If the provided level is {@code null} or UNKNOWN
     *
     * @return GuildManager for chaining convenience
     */",net.dv8tion.jda.api.managers
"public RoleTagsData getData() {
        return data;
    }","/**
     * Gets the data of the role tags.
     *
     * @return The data of the role tags.
     */",discord4j.core.object
"public void clear() {
        attempts.set(1);
        resetCount.set(0);
    }","/**
     * Clear the attempt count, treating further calls to {@link #next()} as brand new retry context.
     */",discord4j.common.retry
"protected void validateArgs(T const1, T const2,
                                T const3, T const4, T const5)
            throws IllegalArgumentException {}","/**
     * Validates values of initializers according to domain specific rules.
     *
     * @param const1  Constant #1.
     * @param const2  Constant #2.
     * @param const3  Constant #3.
     * @param const4  Constant #4.
     * @param const5  Constant #5.
     */",threegpp.milenage
UpdateRate getUpdateRate();,"/**
     * Get the update rate of the recognizer.
     *
     * @return the frame value
     */",jestures.core.recognition.gesturedata
"public static final Route GUILD_BAN_REMOVE = Route.delete(""/guilds/{guild.id}/bans/{user.id}"");","/**
     * Remove the ban for a user. Requires the 'BAN_MEMBERS' permissions. Returns a 204 empty response on success.
     * Fires a Guild Ban Remove Gateway event.
     *
     * @see <a href=""https://discord.com/developers/docs/resources/guild#remove-guild-ban"">
     * https://discord.com/developers/docs/resources/guild#remove-guild-ban</a>
     */",discord4j.rest.route
"default String errorMessage() {
    return ""Invalid value, try again:"";
  }","/**
   * The invalid error message.
   *
   * @return the error message
   */",io.github.augustoravazoli.termenu.util
"public LegacyGuildTemplateCreateSpec setName(String name) {
        this.name = name;
        return this;
    }","/**
     * Sets the name of the template.
     *
     * @param name The name for the template.
     * @return This spec.
     */",discord4j.core.spec.legacy
"public static final Route GUILD_EMOJI_GET = Route.get(""/guilds/{guild.id}/emojis/{emoji.id}"");","/**
     * Returns an emoji object for the given guild and emoji IDs.
     *
     * @see <a href=""https://discord.com/developers/docs/resources/emoji#get-guild-emoji"">
     * https://discord.com/developers/docs/resources/emoji#get-guild-emoji</a>
     */",discord4j.rest.route
"@Nonnull
    default IPermissionContainerUnion getChannel()
    {
        return getPermissionOverride().getChannel();
    }","/**
     * The {@link IPermissionContainer GuildChannel} this Manager's
     * {@link net.dv8tion.jda.api.entities.PermissionOverride PermissionOverride} is in.
     * <br>This is logically the same as calling {@code getPermissionOverride().getChannel()}
     *
     * @return The parent {@link GuildChannel GuildChannel}
     */",net.dv8tion.jda.api.managers
"public InviteService getInviteService() {
        return inviteService;
    }","/**
     * Access a low-level representation of the API endpoints for the Invite resource. It is recommended you use
     * methods like {@link #getInvite(String)}, or {@link RestInvite#create(RestClient, String)}.
     *
     * @return a handle to perform low-level requests to the API
     */",discord4j.rest
"@Nonnull
    @CheckReturnValue
    MediaChannelManager setHideMediaDownloadOption(boolean hideOption);","/**
     * Sets whether to hide the download media option on this channel.
     *
     * @param  hideOption
     *         Whether to hide the download option
     *
     * @return ChannelManager for chaining convenience.
     *
     * @see    MediaChannel#isMediaDownloadHidden()
     */",net.dv8tion.jda.api.managers.channel.concrete
"public LegacyEmbedCreateSpec setAuthor(String name, @Nullable String url, @Nullable String iconUrl) {
        requestBuilder.author(EmbedAuthorData.builder()
                .name(name)
                .url(url == null ? Possible.absent() : Possible.of(Optional.of(url)))
                .iconUrl(iconUrl == null ? Possible.absent() : Possible.of(iconUrl))
                .build());
        return this;
    }","/**
     * Sets the author section of the embed.
     *
     * @param name The author name to display.
     * @param url A URL which can be clicked on through the author name.
     * @param iconUrl An icon URL displayed as the avatar next to the author name.
     * @return This spec.
     */",discord4j.core.spec.legacy
"public LegacyAuditLogQuerySpec setLimit(final int limit) {
        request.put(""limit"", limit);
        return this;
    }","/**
     * Sets the query to return a max of entries.
     *
     * @param limit The limit of the audit log entries to filter by.
     * @return This spec.
     */",discord4j.core.spec.legacy
"@Nonnull
    SnowflakeCacheView<ForumChannel> getForumChannelCache();","/**
     * {@link SnowflakeCacheView SnowflakeCacheView} of {@link ForumChannel}.
     *
     * <p>This getter exists on any instance of {@link IGuildChannelContainer} and only checks the caches with the relevant scoping.
     * For {@link Guild}, {@link JDA}, or {@link ShardManager},
     * this returns the relevant channel with respect to the cache within each of those objects.
     * For a guild, this would mean it only returns channels within the same guild.
     * <br>If this is called on {@link JDA} or {@link ShardManager}, this may return null immediately after building, because the cache isn't initialized yet.
     * To make sure the cache is initialized after building your {@link JDA} instance, you can use {@link JDA#awaitReady()}.
     *
     * @return {@link SnowflakeCacheView SnowflakeCacheView}
     */",net.dv8tion.jda.api.entities.channel.attribute
"@Nonnull
    public static List<CommandData> fromList(@Nonnull Collection<? extends DataObject> collection)
    {
        Checks.noneNull(collection, ""CommandData"");
        return fromList(DataArray.fromCollection(collection));
    }","/**
     * Parses the provided serialization back into an CommandData instance.
     * <br>This is the reverse function for {@link CommandData#toData()}.
     *
     * @param  collection
     *         Collection of serialized {@link DataObject} representing the commands
     *
     * @throws net.dv8tion.jda.api.exceptions.ParsingException
     *         If the serialized object is missing required fields
     * @throws IllegalArgumentException
     *         If any of the values are failing the respective checks such as length
     *
     * @return The parsed CommandData instances, which can be further configured through setters
     *
     * @see    CommandData#fromData(DataObject)
     * @see    SlashCommandData#fromData(DataObject)
     */",net.dv8tion.jda.api.interactions.commands.build
"public static final Route CHANNEL_PERMISSIONS_EDIT = Route.put(""/channels/{channel.id}/permissions/{overwrite.id}"");","/**
     * Edit the channel permission overwrites for a user or role in a channel. Only usable for guild channels. Requires
     * the 'MANAGE_ROLES' permission. Returns a 204 empty response on success. For more information about permissions,
     * see permissions.
     *
     * @see <a href=""https://discord.com/developers/docs/resources/channel#edit-channel-permissions"">
     * https://discord.com/developers/docs/resources/channel#edit-channel-permissions</a>
     */",discord4j.rest.route
"public ReactionCountDetailsData getData() {
        return data;
    }","/**
     * Gets the data of the reaction.
     *
     * @return The data of the reaction.
     */",discord4j.core.object.reaction
"@Nullable
    AudioReceiveHandler getReceivingHandler();","/**
     * The currently set {@link net.dv8tion.jda.api.audio.AudioReceiveHandler AudioReceiveHandler}.
     * If there is no receiver currently set, this method will return {@code null}.
     *
     * @return The currently active {@link net.dv8tion.jda.api.audio.AudioReceiveHandler AudioReceiveHandler} or {@code null}.
     */",net.dv8tion.jda.api.managers
"@Nullable
    public String getNewSplashId()
    {
        return getNewValue();
    }","/**
     * The new splash id
     *
     * @return The new splash id, or null
     */",net.dv8tion.jda.api.events.guild.update
"public RestSticker restGuildSticker(Snowflake guildId, StickerData data) {
        return RestSticker.create(this, guildId,
            Snowflake.of(data.id()));
    }","/**
     * Requests to retrieve the guild sticker represented by the supplied ID and {@link StickerData}.
     *
     * @param guildId The ID of the guild.
     * @param data The data of the sticker.
     * @return A {@link RestSticker} as represented by the supplied parameters.
     */",discord4j.rest
"public Publisher<?> onEntitlementDelete(EntitlementDeleteEvent event) {
        return Mono.empty();
    }","/**
     * Invoked when an entitlement is deleted.
     *
     * @param event the event instance
     * @return a {@link Publisher} that completes when this listener has done processing the event, for example,
     * returning any {@link Mono}, {@link Flux} or synchronous code using {@link Mono#fromRunnable(Runnable)}.
     */",discord4j.core.event
"@Nonnull
        public String getToken()
        {
            return token;
        }","/**
         * The access token for the voice server connection
         *
         * @return The access token
         */",net.dv8tion.jda.api.hooks
String getFactionId();,"/**
     * Gets the faction ID of the player.
     *
     * @return FactionsID string
     */",com.massivecraft.factions
opc = bufferFactory.create(OPc);,"/**
     * Constructor
     *
     * @param OPc  Byte array containing previously calculated OPc value (OPc = OP竓髭[OP]K)
     * @param k  {@link javax.crypto.Cipher} representing the encryption key (K)
     * @param cConstants  Block of C constants (C1...C5)
     * @param rConstants  Block of R constants (R1...R5)
     * @param bufferFactory  {@link MilenageBufferFactory} object for creating {@link MilenageBuffer} instances.
     */",threegpp.milenage
"@Nonnull
    static Button link(@Nonnull String url, @Nonnull Emoji emoji)
    {
        Checks.notEmpty(url, ""URL"");
        Checks.notNull(emoji, ""Emoji"");
        Checks.notLonger(url, URL_MAX_LENGTH, ""URL"");
        return new ButtonImpl(null, """", ButtonStyle.LINK, url, false, emoji);
    }","/**
     * Creates a button with {@link ButtonStyle#LINK LINK} Style.
     * <br>The button is enabled and has no text label.
     * To use labels you can use {@code link(url, label).withEmoji(emoji)}
     *
     * <p>To disable the button you can use {@link #asDisabled()}.
     *
     * <p>Note that link buttons never send a {@link ButtonInteractionEvent ButtonInteractionEvent}.
     * These buttons only open a link for the user.
     *
     * @param  url
     *         The target URL for this button
     * @param  emoji
     *         The emoji to use as the button label
     *
     * @throws IllegalArgumentException
     *         <ul>
     *             <li>If any provided argument is null or empty.</li>
     *             <li>If the character limit for {@code url}, defined by {@link #URL_MAX_LENGTH} as {@value #URL_MAX_LENGTH},
     *             is exceeded.</li>
     *         </ul>
     *
     * @return The button instance
     */",net.dv8tion.jda.api.interactions.components.buttons
"static void setDefaultFailOnInvalidReply(boolean fail)
    {
        MessageCreateActionImpl.setDefaultFailOnInvalidReply(fail);
    }","/**
     * Sets the default value for {@link #failOnInvalidReply(boolean)}
     *
     * <p>Default: <b>false</b>
     *
     * @param fail
     *        True, to throw a exception if the referenced message does not exist
     */",net.dv8tion.jda.api.requests.restaction
